"","UID","Machine.Type","Air.temperature..K.","Process.temperature..K.","Rotational.speed..rpm.","Torque..Nm.","Tool.wear..min.","Target","Failure.Type","Timestamp","hours","time","fail","tempdiff"
"6796","L53975","x_1",285.4,310.8,1477,50.4,90,"0","No Failure",2002-09-10 03:00:00,6795,3,"0",23.2
"6797","M21656","x1",301.3,310.7,1300,58.3,92,"0","No Failure",2002-09-10 04:00:00,6796,4,"0",7.30000000000001
"6798","M21657","x1",301.2,310.7,1615,34.9,95,"0","No Failure",2002-09-10 05:00:00,6797,5,"0",7.40000000000003
"6799","L53978","x_1",285.2,310.7,1676,32.4,98,"0","No Failure",2002-09-10 06:00:00,6798,6,"0",23.4
"6800","M21659","x1",301.1,310.7,2636,12.2,100,"1","Power Failure",2002-09-10 07:00:00,6799,7,"1",7.5
"6801","M21660","x1",285.1,310.6,1310,48.8,103,"0","No Failure",2002-09-10 08:00:00,6800,8,"0",23.5
"6802","L53981","x_1",301.1,310.7,1334,48.2,106,"0","No Failure",2002-09-10 09:00:00,6801,9,"0",7.5
"6803","M21662","x1",301.1,310.7,1621,31,108,"0","No Failure",2002-09-10 10:00:00,6802,10,"0",7.5
"6804","M21663","x1",301.1,310.7,1367,43.4,111,"0","No Failure",2002-09-10 11:00:00,6803,11,"0",7.5
"6805","L53984","x_1",301,310.6,1588,113.5,114,"0","No Failure",2002-09-10 12:00:00,6804,12,"0",7.60000000000002
"6806","M21665","x1",301,310.7,1497,37.6,116,"0","No Failure",2002-09-10 13:00:00,6805,13,"0",7.60000000000002
"6807","L53986","x_1",301.1,310.8,1608,32.9,119,"0","No Failure",2002-09-10 14:00:00,6806,14,"0",7.5
"6808","L53987","x_1",301,310.8,1549,121.2,121,"0","No Failure",2002-09-10 15:00:00,6807,15,"0",7.60000000000002
"6809","L53988","x_1",301,310.7,1391,45,123,"0","No Failure",2002-09-10 16:00:00,6808,16,"0",7.60000000000002
"6810","L53989","x_1",300.9,310.8,1490,38.1,125,"0","No Failure",2002-09-10 17:00:00,6809,17,"0",7.70000000000005
"6811","L53990","x_1",301,310.7,1727,34.5,127,"0","No Failure",2002-09-10 18:00:00,6810,18,"0",7.60000000000002
"6812","L53991","x_1",300.9,310.6,1504,46.4,129,"0","No Failure",2002-09-10 19:00:00,6811,19,"0",7.70000000000005
"6813","L53992","x_1",300.9,310.6,1350,53.8,131,"0","No Failure",2002-09-10 20:00:00,6812,20,"0",7.70000000000005
"6814","M21673","x1",300.9,310.7,1420,43,133,"0","No Failure",2002-09-10 21:00:00,6813,21,"0",7.70000000000005
"6815","H36228","X1",300.8,310.6,1465,44.1,136,"0","No Failure",2002-09-10 22:00:00,6814,22,"0",7.80000000000001
"6816","L53995","x_1",300.9,310.7,1427,44.1,141,"0","No Failure",2002-09-10 23:00:00,6815,23,"0",7.70000000000005
"6817","L53996","x_1",300.9,310.7,1477,43.2,143,"0","No Failure",2002-09-11,6816,0,"0",7.70000000000005
"6818","M21677","x1",301,310.7,1493,127.9,145,"0","No Failure",2002-09-11 01:00:00,6817,1,"0",7.60000000000002
"6819","M21678","x1",301,310.7,1657,29.9,148,"0","No Failure",2002-09-11 02:00:00,6818,2,"0",7.60000000000002
"6820","L53999","x_1",300.9,310.7,1359,46,151,"0","No Failure",2002-09-11 03:00:00,6819,3,"0",7.70000000000005
"6821","L54000","x_1",300.8,310.6,1551,34.5,153,"0","No Failure",2002-09-11 04:00:00,6820,4,"0",7.80000000000001
"6822","M21681","x1",300.8,310.6,1545,37.5,155,"0","No Failure",2002-09-11 05:00:00,6821,5,"0",7.80000000000001
"6823","M21682","x1",300.9,310.6,1709,29.2,158,"0","No Failure",2002-09-11 06:00:00,6822,6,"0",7.70000000000005
"6824","M21683","x1",300.9,310.7,1268,56.3,161,"0","No Failure",2002-09-11 07:00:00,6823,7,"0",7.70000000000005
"6825","L54004","x_1",300.9,310.7,1740,25.3,164,"0","No Failure",2002-09-11 08:00:00,6824,8,"0",7.70000000000005
"6826","L54005","x_1",301,310.9,1828,25.1,166,"0","No Failure",2002-09-11 09:00:00,6825,9,"0",7.60000000000002
"6827","L54006","x_1",301,310.9,1822,21.6,168,"0","No Failure",2002-09-11 10:00:00,6826,10,"0",7.60000000000002
"6828","M21687","x1",301,310.9,1515,41.8,170,"0","Error",2002-09-11 11:00:00,6827,11,"1",7.60000000000002
"6829","L54008","x_1",301,310.9,1392,52.9,173,"0","No Failure",2002-09-11 12:00:00,6828,12,"0",7.60000000000002
"6830","H36243","X1",300.9,310.9,1474,35.7,175,"0","No Failure",2002-09-11 13:00:00,6829,13,"0",7.70000000000005
"6831","M21690","x1",301,310.9,1359,53.4,180,"0","No Failure",2002-09-11 14:00:00,6830,14,"0",7.60000000000002
"6832","L54011","x_1",301.1,311,1565,52.3,183,"0","No Failure",2002-09-11 15:00:00,6831,15,"0",7.5
"6833","M21692","x1",301.1,311.1,1384,42.5,185,"0","No Failure",2002-09-11 16:00:00,6832,16,"0",7.5
"6834","L54013","x_1",301.1,311.1,1387,53.1,188,"0","No Failure",2002-09-11 17:00:00,6833,17,"0",7.5
"6835","L54014","x_1",301.1,311,1378,51.1,190,"0","Error",2002-09-11 18:00:00,6834,18,"1",7.5
"6836","L54015","x_1",301,310.9,1809,25.7,192,"0","No Failure",2002-09-11 19:00:00,6835,19,"0",7.60000000000002
"6837","H36250","X1",301.1,311,1339,52.8,194,"0","No Failure",2002-09-11 20:00:00,6836,20,"0",7.5
"6838","M21697","x1",285,311,1423,38.6,199,"0","No Failure",2002-09-11 21:00:00,6837,21,"0",23.6
"6839","L54018","x_1",301.1,311.1,1570,41.6,202,"0","No Failure",2002-09-11 22:00:00,6838,22,"0",7.5
"6840","L54019","x_1",301.2,311.2,1558,34.1,204,"0","No Failure",2002-09-11 23:00:00,6839,23,"0",7.40000000000003
"6841","L54020","x_1",301.1,311.1,1799,21.7,206,"0","No Failure",2002-09-12,6840,0,"0",7.5
"6842","M21701","x1",301.1,311.2,1591,35,208,"0","No Failure",2002-09-12 01:00:00,6841,1,"0",7.5
"6843","L54022","x_1",301.2,311.2,1635,29.6,211,"0","No Failure",2002-09-12 02:00:00,6842,2,"0",7.40000000000003
"6844","L54023","x_1",301.3,311.3,1509,42.5,213,"0","No Failure",2002-09-12 03:00:00,6843,3,"0",7.30000000000001
"6845","M21704","x1",301.3,311.4,1838,23.2,215,"0","No Failure",2002-09-12 04:00:00,6844,4,"0",7.30000000000001
"6846","M21705","x1",301.3,311.5,1648,32.4,0,"0","No Failure",2002-09-12 05:00:00,6845,5,"0",7.30000000000001
"6847","M21706","x1",301.2,311.5,1498,49.5,3,"0","No Failure",2002-09-12 06:00:00,6846,6,"0",7.40000000000003
"6848","L54027","x_1",301.2,311.4,1757,28,6,"0","No Failure",2002-09-12 07:00:00,6847,7,"0",7.40000000000003
"6849","M21708","x1",301.1,311.3,1389,133.1,8,"0","No Failure",2002-09-12 08:00:00,6848,8,"0",7.5
"6850","L54029","x_1",301.1,311.3,1498,37.6,11,"0","No Failure",2002-09-12 09:00:00,6849,9,"0",7.5
"6851","M21710","x1",301,311.2,1521,35.8,13,"0","No Failure",2002-09-12 10:00:00,6850,10,"0",7.60000000000002
"6852","M21711","x1",301,311.2,1394,41.3,16,"0","No Failure",2002-09-12 11:00:00,6851,11,"0",7.60000000000002
"6853","H36266","X1",301,311.2,1602,32.7,19,"0","No Failure",2002-09-12 12:00:00,6852,12,"0",7.60000000000002
"6854","L54033","x_1",300.9,311.1,1417,40.7,24,"0","No Failure",2002-09-12 13:00:00,6853,13,"0",7.70000000000005
"6855","L54034","x_1",301,311.2,1511,42.9,26,"0","No Failure",2002-09-12 14:00:00,6854,14,"0",7.60000000000002
"6856","M21715","x1",301.1,311.3,1654,30.7,28,"0","No Failure",2002-09-12 15:00:00,6855,15,"0",7.5
"6857","M21716","x1",301.1,311.3,1836,22.8,31,"0","No Failure",2002-09-12 16:00:00,6856,16,"0",7.5
"6858","L54037","x_1",301.1,311.3,1622,35.6,34,"0","No Failure",2002-09-12 17:00:00,6857,17,"0",7.5
"6859","L54038","x_1",301,311.2,1467,45.4,36,"0","No Failure",2002-09-12 18:00:00,6858,18,"0",7.60000000000002
"6860","M21719","x1",301.1,311.3,1909,22.7,38,"0","No Failure",2002-09-12 19:00:00,6859,19,"0",7.5
"6861","L54040","x_1",301.1,311.2,1910,20.2,41,"0","No Failure",2002-09-12 20:00:00,6860,20,"0",7.5
"6862","H36275","X1",301.1,311.3,2207,16.6,43,"0","No Failure",2002-09-12 21:00:00,6861,21,"0",7.5
"6863","M21722","x1",301.1,311.2,1384,49.4,48,"0","No Failure",2002-09-12 22:00:00,6862,22,"0",7.5
"6864","L54043","x_1",301.1,311.3,1630,29.5,51,"0","No Failure",2002-09-12 23:00:00,6863,23,"0",7.5
"6865","L54044","x_1",301.1,311.3,1268,60,53,"0","No Failure",2002-09-13,6864,0,"0",7.5
"6866","L54045","x_1",285.1,311.4,1531,38.7,55,"0","No Failure",2002-09-13 01:00:00,6865,1,"0",23.5
"6867","M21726","x1",301,311.3,1454,41.5,57,"0","No Failure",2002-09-13 02:00:00,6866,2,"0",7.60000000000002
"6868","L54047","x_1",301,311.3,1342,50.9,60,"0","No Failure",2002-09-13 03:00:00,6867,3,"0",7.60000000000002
"6869","L54048","x_1",301,311.2,NA,46.3,62,"0","No Failure",2002-09-13 04:00:00,6868,4,"0",7.60000000000002
"6870","L54049","x_1",301,311.2,1412,42.1,64,"0","No Failure",2002-09-13 05:00:00,6869,5,"0",7.60000000000002
"6871","H36284","X1",301,311.3,1597,39.2,66,"0","No Failure",2002-09-13 06:00:00,6870,6,"0",7.60000000000002
"6872","L54051","x_1",301,311.3,1349,47,71,"0","No Failure",2002-09-13 07:00:00,6871,7,"0",7.60000000000002
"6873","L54052","x_1",301,311.3,1472,35.3,73,"0","No Failure",2002-09-13 08:00:00,6872,8,"0",7.60000000000002
"6874","L54053","x_1",301,311.4,1478,39.5,75,"0","No Failure",2002-09-13 09:00:00,6873,9,"0",7.60000000000002
"6875","H36288","X1",300.9,311.3,1295,58.9,77,"0","No Failure",2002-09-13 10:00:00,6874,10,"0",7.70000000000005
"6876","M21735","x1",300.8,311.2,1592,32.9,82,"0","No Failure",2002-09-13 11:00:00,6875,11,"0",7.80000000000001
"6877","L54056","x_1",300.8,311.2,1430,54.4,85,"0","No Failure",2002-09-13 12:00:00,6876,12,"0",7.80000000000001
"6878","M21737","x1",300.8,311.2,1488,40.1,87,"0","No Failure",2002-09-13 13:00:00,6877,13,"0",7.80000000000001
"6879","H36292","X1",300.9,311.2,1518,35,90,"0","No Failure",2002-09-13 14:00:00,6878,14,"0",7.70000000000005
"6880","H36293","X1",300.8,311.2,2237,17,95,"0","No Failure",2002-09-13 15:00:00,6879,15,"0",7.80000000000001
"6881","M21740","x1",300.9,311.3,1801,24.6,100,"0","No Failure",2002-09-13 16:00:00,6880,16,"0",7.70000000000005
"6882","L54061","x_1",301,311.4,1573,37.6,103,"0","No Failure",2002-09-13 17:00:00,6881,17,"0",7.60000000000002
"6883","L54062","x_1",284.9,311.4,2073,21.4,105,"0","No Failure",2002-09-13 18:00:00,6882,18,"0",23.7
"6884","L54063","x_1",284.9,311.3,1953,19.4,107,"0","No Failure",2002-09-13 19:00:00,6883,19,"0",23.7
"6885","L54064","x_1",300.8,311.2,1492,39,109,"0","No Failure",2002-09-13 20:00:00,6884,20,"0",7.80000000000001
"6886","L54065","x_1",300.8,311.2,1397,48.7,111,"0","No Failure",2002-09-13 21:00:00,6885,21,"0",7.80000000000001
"6887","M21746","x1",300.8,311.3,1465,43.2,113,"0","No Failure",2002-09-13 22:00:00,6886,22,"0",7.80000000000001
"6888","L54067","x_1",300.8,311.3,1782,26.9,116,"0","No Failure",2002-09-13 23:00:00,6887,23,"0",7.80000000000001
"6889","M21748","x1",300.9,311.4,1434,45.4,118,"0","No Failure",2002-09-14,6888,0,"0",7.70000000000005
"6890","H36303","X1",300.9,311.4,1387,42.7,121,"0","No Failure",2002-09-14 01:00:00,6889,1,"0",7.70000000000005
"6891","M21750","x1",300.9,311.4,1532,41.5,126,"0","No Failure",2002-09-14 02:00:00,6890,2,"0",7.70000000000005
"6892","L54071","x_1",300.9,311.5,1505,41.1,129,"0","No Failure",2002-09-14 03:00:00,6891,3,"0",7.70000000000005
"6893","L54072","x_1",301,311.6,1440,43.3,131,"0","No Failure",2002-09-14 04:00:00,6892,4,"0",7.60000000000002
"6894","L54073","x_1",301,311.6,1470,123.2,133,"0","Error",2002-09-14 05:00:00,6893,5,"1",7.60000000000002
"6895","L54074","x_1",301.1,311.7,1408,46.3,135,"0","No Failure",2002-09-14 06:00:00,6894,6,"0",7.5
"6896","M21755","x1",301,311.6,1357,45.6,137,"0","No Failure",2002-09-14 07:00:00,6895,7,"0",7.60000000000002
"6897","M21756","x1",301,311.6,1454,40,140,"0","No Failure",2002-09-14 08:00:00,6896,8,"0",7.60000000000002
"6898","L54077","x_1",301,311.6,1352,63.5,143,"0","No Failure",2002-09-14 09:00:00,6897,9,"0",7.60000000000002
"6899","M21758","x1",301,311.6,1448,43.9,145,"0","No Failure",2002-09-14 10:00:00,6898,10,"0",7.60000000000002
"6900","L54079","x_1",284.9,311.6,1671,33.5,148,"0","No Failure",2002-09-14 11:00:00,6899,11,"0",23.7
"6901","L54080","x_1",301,311.7,1670,31.3,150,"0","No Failure",2002-09-14 12:00:00,6900,12,"0",7.60000000000002
"6902","L54081","x_1",301,311.7,1547,34.5,152,"0","No Failure",2002-09-14 13:00:00,6901,13,"0",7.60000000000002
"6903","L54082","x_1",301,311.6,1461,40.6,154,"0","No Failure",2002-09-14 14:00:00,6902,14,"0",7.60000000000002
"6904","M21763","x1",301,311.6,1609,35.8,156,"0","No Failure",2002-09-14 15:00:00,6903,15,"0",7.60000000000002
"6905","M21764","x1",300.9,311.5,1704,31.3,159,"0","No Failure",2002-09-14 16:00:00,6904,16,"0",7.70000000000005
"6906","M21765","x1",285,311.5,1550,34.9,162,"0","No Failure",2002-09-14 17:00:00,6905,17,"0",23.6
"6907","M21766","x1",301,311.5,1530,43.9,165,"0","No Failure",2002-09-14 18:00:00,6906,18,"0",7.60000000000002
"6908","L54087","x_1",300.9,311.3,1449,40.2,168,"0","No Failure",2002-09-14 19:00:00,6907,19,"0",7.70000000000005
"6909","L54088","x_1",300.9,311.3,1613,32.7,170,"0","No Failure",2002-09-14 20:00:00,6908,20,"0",7.70000000000005
"6910","L54089","x_1",300.8,311.2,1376,48.1,172,"0","No Failure",2002-09-14 21:00:00,6909,21,"0",7.80000000000001
"6911","L54090","x_1",300.8,311.2,1434,45.6,174,"0","No Failure",2002-09-14 22:00:00,6910,22,"0",7.80000000000001
"6912","L54091","x_1",300.8,311.1,1480,41.1,176,"0","No Failure",2002-09-14 23:00:00,6911,23,"0",7.80000000000001
"6913","M21772","x1",300.8,311.2,1634,31.9,178,"0","No Failure",2002-09-15,6912,0,"0",7.80000000000001
"6914","L54093","x_1",300.8,311.2,1481,38.5,181,"0","Random Failures",2002-09-15 01:00:00,6913,1,"1",7.80000000000001
"6915","H36328","X1",300.9,311.3,1668,28.9,183,"0","No Failure",2002-09-15 02:00:00,6914,2,"0",7.70000000000005
"6916","L54095","x_1",301,311.4,1484,36.2,188,"0","No Failure",2002-09-15 03:00:00,6915,3,"0",7.60000000000002
"6917","M21776","x1",300.9,311.3,1603,31.8,190,"0","No Failure",2002-09-15 04:00:00,6916,4,"0",7.70000000000005
"6918","L54097","x_1",301,311.4,1481,37.5,193,"0","No Failure",2002-09-15 05:00:00,6917,5,"0",7.60000000000002
"6919","L54098","x_1",301,311.5,1559,31.8,195,"0","No Failure",2002-09-15 06:00:00,6918,6,"0",7.60000000000002
"6920","L54099","x_1",301,311.5,1444,119.6,197,"0","No Failure",2002-09-15 07:00:00,6919,7,"0",7.60000000000002
"6921","M21780","x1",269.2,311.6,1423,48,199,"0","No Failure",2002-09-15 08:00:00,6920,8,"0",39.4
"6922","L54101","x_1",301.1,311.6,1432,48.1,202,"0","Error",2002-09-15 09:00:00,6921,9,"1",7.5
"6923","L54102","x_1",301.2,311.7,1463,48.3,204,"0","No Failure",2002-09-15 10:00:00,6922,10,"0",7.40000000000003
"6924","L54103","x_1",301.2,311.7,1433,49.3,206,"0","No Failure",2002-09-15 11:00:00,6923,11,"0",7.40000000000003
"6925","L54104","x_1",301.2,311.6,1461,52.9,208,"1","Overstrain Failure",2002-09-15 12:00:00,6924,12,"1",7.40000000000003
"6926","M21785","x1",301.1,311.6,1266,55.5,210,"0","No Failure",2002-09-15 13:00:00,6925,13,"0",7.5
"6927","H36340","X1",301.1,311.6,1417,53.4,0,"0","No Failure",2002-09-15 14:00:00,6926,14,"0",7.5
"6928","L54107","x_1",301.1,311.6,1488,43.4,5,"0","No Failure",2002-09-15 15:00:00,6927,15,"0",7.5
"6929","L54108","x_1",301.1,311.7,1816,24.5,7,"0","No Failure",2002-09-15 16:00:00,6928,16,"0",7.5
"6930","M21789","x1",285,311.6,1301,55,9,"0","No Failure",2002-09-15 17:00:00,6929,17,"0",23.6
"6931","M21790","x1",300.9,311.5,1836,21.8,12,"0","No Failure",2002-09-15 18:00:00,6930,18,"0",7.70000000000005
"6932","M21791","x1",300.8,311.4,1521,39.9,15,"0","No Failure",2002-09-15 19:00:00,6931,19,"0",7.80000000000001
"6933","L54112","x_1",300.8,311.4,1322,67.2,18,"1","Power Failure",2002-09-15 20:00:00,6932,20,"1",7.80000000000001
"6934","L54113","x_1",300.8,311.4,1492,40.6,20,"0","No Failure",2002-09-15 21:00:00,6933,21,"0",7.80000000000001
"6935","L54114","x_1",300.8,311.4,1536,40.9,22,"0","No Failure",2002-09-15 22:00:00,6934,22,"0",7.80000000000001
"6936","L54115","x_1",300.7,311.2,1878,24.3,24,"0","Error",2002-09-15 23:00:00,6935,23,"1",7.90000000000003
"6937","L54116","x_1",300.6,311.1,1471,40.7,26,"0","No Failure",2002-09-16,6936,0,"0",8
"6938","H36351","X1",300.6,311.1,1452,40.2,28,"0","No Failure",2002-09-16 01:00:00,6937,1,"0",8
"6939","L54118","x_1",300.7,311.2,1452,44.4,33,"0","No Failure",2002-09-16 02:00:00,6938,2,"0",7.90000000000003
"6940","M21799","x1",300.7,311.3,1348,53,35,"0","No Failure",2002-09-16 03:00:00,6939,3,"0",7.90000000000003
"6941","H36354","X1",300.8,311.4,1453,44.6,38,"0","No Failure",2002-09-16 04:00:00,6940,4,"0",7.80000000000001
"6942","L54121","x_1",300.8,311.4,1316,57.6,43,"0","No Failure",2002-09-16 05:00:00,6941,5,"0",7.80000000000001
"6943","M21802","x1",300.8,311.4,1732,26.9,45,"0","No Failure",2002-09-16 06:00:00,6942,6,"0",7.80000000000001
"6944","L54123","x_1",284.7,311.3,1522,35.2,48,"0","No Failure",2002-09-16 07:00:00,6943,7,"0",23.9
"6945","M21804","x1",300.7,311.3,1487,39.8,50,"0","No Failure",2002-09-16 08:00:00,6944,8,"0",7.90000000000003
"6946","M21805","x1",300.8,311.4,1852,22.2,53,"0","No Failure",2002-09-16 09:00:00,6945,9,"0",7.80000000000001
"6947","L54126","x_1",300.7,311.2,1486,46.8,56,"0","No Failure",2002-09-16 10:00:00,6946,10,"0",7.90000000000003
"6948","M21807","x1",300.7,311.3,1562,37.1,58,"0","No Failure",2002-09-16 11:00:00,6947,11,"0",7.90000000000003
"6949","L54128","x_1",300.7,311.2,1457,51.4,61,"0","No Failure",2002-09-16 12:00:00,6948,12,"0",7.90000000000003
"6950","M21809","x1",300.7,311.2,1769,26.5,63,"0","No Failure",2002-09-16 13:00:00,6949,13,"0",7.90000000000003
"6951","H36364","X1",300.7,311.3,1374,53.1,66,"0","No Failure",2002-09-16 14:00:00,6950,14,"0",7.90000000000003
"6952","L54131","x_1",300.8,311.3,1524,43.5,71,"0","No Failure",2002-09-16 15:00:00,6951,15,"0",7.80000000000001
"6953","L54132","x_1",300.8,311.3,1498,40.2,73,"0","No Failure",2002-09-16 16:00:00,6952,16,"0",7.80000000000001
"6954","L54133","x_1",300.8,311.3,1462,41.4,75,"0","No Failure",2002-09-16 17:00:00,6953,17,"0",7.80000000000001
"6955","M21814","x1",300.8,311.2,1429,52.3,77,"0","No Failure",2002-09-16 18:00:00,6954,18,"0",7.80000000000001
"6956","L54135","x_1",300.7,311.2,1399,127.7,80,"0","No Failure",2002-09-16 19:00:00,6955,19,"0",7.90000000000003
"6957","M21816","x1",300.8,311.2,1434,39.1,82,"0","No Failure",2002-09-16 20:00:00,6956,20,"0",7.80000000000001
"6958","L54137","x_1",300.7,311.1,1324,132,85,"0","No Failure",2002-09-16 21:00:00,6957,21,"0",7.90000000000003
"6959","L54138","x_1",300.6,311,1563,40.7,87,"0","No Failure",2002-09-16 22:00:00,6958,22,"0",8
"6960","L54139","x_1",300.6,311,1543,34.7,89,"0","No Failure",2002-09-16 23:00:00,6959,23,"0",8
"6961","L54140","x_1",300.7,311,1413,52,91,"0","Random Failures",2002-09-17,6960,0,"1",7.90000000000003
"6962","M21821","x1",300.7,311,1378,41.2,93,"0","No Failure",2002-09-17 01:00:00,6961,1,"0",7.90000000000003
"6963","M21822","x1",300.7,311.1,1373,49.9,96,"0","No Failure",2002-09-17 02:00:00,6962,2,"0",7.90000000000003
"6964","H36377","X1",300.7,311,1981,19.9,99,"0","No Failure",2002-09-17 03:00:00,6963,3,"0",7.90000000000003
"6965","M21824","x1",284.7,311,1263,52.3,104,"0","No Failure",2002-09-17 04:00:00,6964,4,"0",23.9
"6966","L54145","x_1",300.7,311,1312,52.1,107,"0","No Failure",2002-09-17 05:00:00,6965,5,"0",7.90000000000003
"6967","L54146","x_1",300.7,311,1969,20.7,109,"0","No Failure",2002-09-17 06:00:00,6966,6,"0",7.90000000000003
"6968","M21827","x1",284.8,311.2,1365,51.7,111,"0","No Failure",2002-09-17 07:00:00,6967,7,"0",23.8
"6969","L54148","x_1",300.9,311.2,1789,25.5,114,"0","No Failure",2002-09-17 08:00:00,6968,8,"0",7.70000000000005
"6970","M21829","x1",300.8,311.1,1583,32.1,116,"0","No Failure",2002-09-17 09:00:00,6969,9,"0",7.80000000000001
"6971","L54150","x_1",300.7,311,1436,44.9,119,"0","No Failure",2002-09-17 10:00:00,6970,10,"0",7.90000000000003
"6972","M21831","x1",300.7,311,1559,42.8,121,"0","No Failure",2002-09-17 11:00:00,6971,11,"0",7.90000000000003
"6973","L54152","x_1",300.7,311,1377,49.9,124,"0","No Failure",2002-09-17 12:00:00,6972,12,"0",7.90000000000003
"6974","L54153","x_1",284.7,311,1462,121.7,126,"0","No Failure",2002-09-17 13:00:00,6973,13,"0",23.9
"6975","L54154","x_1",300.7,311,1318,48.2,128,"0","Error",2002-09-17 14:00:00,6974,14,"1",7.90000000000003
"6976","M21835","x1",300.7,311,1378,131.4,130,"0","No Failure",2002-09-17 15:00:00,6975,15,"0",7.90000000000003
"6977","L54156","x_1",300.6,310.9,1344,46.7,133,"0","No Failure",2002-09-17 16:00:00,6976,16,"0",8
"6978","L54157","x_1",300.7,311.1,2377,14.3,135,"0","No Failure",2002-09-17 17:00:00,6977,17,"0",7.90000000000003
"6979","L54158","x_1",300.7,311.1,1427,50.3,137,"0","No Failure",2002-09-17 18:00:00,6978,18,"0",7.90000000000003
"6980","L54159","x_1",300.9,311.2,1353,60.4,139,"0","No Failure",2002-09-17 19:00:00,6979,19,"0",7.70000000000005
"6981","L54160","x_1",300.8,311.3,1505,45.5,141,"0","No Failure",2002-09-17 20:00:00,6980,20,"0",7.80000000000001
"6982","H36395","X1",300.8,311.2,1612,32.5,143,"0","No Failure",2002-09-17 21:00:00,6981,21,"0",7.80000000000001
"6983","L54162","x_1",300.7,311.1,1440,43,148,"0","No Failure",2002-09-17 22:00:00,6982,22,"0",7.90000000000003
"6984","M21843","x1",300.7,311,1334,53.9,150,"0","No Failure",2002-09-17 23:00:00,6983,23,"0",7.90000000000003
"6985","M21844","x1",300.7,311,1706,25,153,"0","No Failure",2002-09-18,6984,0,"0",7.90000000000003
"6986","H36399","X1",284.8,311.1,1698,24.8,156,"0","No Failure",2002-09-18 01:00:00,6985,1,"0",23.8
"6987","L54166","x_1",300.7,311.1,1688,30.7,161,"0","No Failure",2002-09-18 02:00:00,6986,2,"0",7.90000000000003
"6988","L54167","x_1",300.7,311.1,2437,13.8,163,"0","No Failure",2002-09-18 03:00:00,6987,3,"0",7.90000000000003
"6989","L54168","x_1",300.7,311.1,1478,46.8,165,"0","No Failure",2002-09-18 04:00:00,6988,4,"0",7.90000000000003
"6990","M21849","x1",300.7,311.1,1608,35.3,167,"0","No Failure",2002-09-18 05:00:00,6989,5,"0",7.90000000000003
"6991","L54170","x_1",300.7,311.1,2478,13.4,170,"1","Power Failure",2002-09-18 06:00:00,6990,6,"1",7.90000000000003
"6992","L54171","x_1",300.8,311.1,1509,33.4,172,"0","No Failure",2002-09-18 07:00:00,6991,7,"0",7.80000000000001
"6993","L54172","x_1",300.7,311,1596,36.9,174,"0","Error",2002-09-18 08:00:00,6992,8,"1",7.90000000000003
"6994","M21853","x1",300.7,311,1740,25.6,176,"0","No Failure",2002-09-18 09:00:00,6993,9,"0",7.90000000000003
"6995","L54174","x_1",300.6,310.8,1375,53.2,179,"0","No Failure",2002-09-18 10:00:00,6994,10,"0",8
"6996","M21855","x1",300.6,310.7,1705,31.2,181,"0","No Failure",2002-09-18 11:00:00,6995,11,"0",8
"6997","M21856","x1",300.5,310.6,1621,32,184,"0","No Failure",2002-09-18 12:00:00,6996,12,"0",8.10000000000002
"6998","M21857","x1",300.6,310.7,1566,38.2,187,"0","No Failure",2002-09-18 13:00:00,6997,13,"0",8
"6999","M21858","x1",300.6,310.7,1388,42.9,190,"0","No Failure",2002-09-18 14:00:00,6998,14,"0",8
"7000","M21859","x1",300.6,310.7,1457,36.7,193,"0","No Failure",2002-09-18 15:00:00,6999,15,"0",8
"7001","M21860","x1",300.6,310.6,1463,45.5,196,"0","No Failure",2002-09-18 16:00:00,7000,16,"0",8
"7002","L54181","x_1",300.5,310.5,1564,38.2,199,"0","No Failure",2002-09-18 17:00:00,7001,17,"0",8.10000000000002
"7003","H36416","X1",300.5,310.6,1411,47.2,201,"0","No Failure",2002-09-18 18:00:00,7002,18,"0",8.10000000000002
"7004","L54183","x_1",300.5,310.6,1540,46.7,206,"0","No Failure",2002-09-18 19:00:00,7003,19,"0",8.10000000000002
"7005","L54184","x_1",300.5,310.6,1950,20.3,208,"0","No Failure",2002-09-18 20:00:00,7004,20,"0",8.10000000000002
"7006","M21865","x1",300.6,310.7,1339,52.9,0,"0","No Failure",2002-09-18 21:00:00,7005,21,"0",8
"7007","H36420","X1",300.6,310.6,1419,39.6,3,"0","No Failure",2002-09-18 22:00:00,7006,22,"0",8
"7008","L54187","x_1",300.5,310.6,1499,45.2,8,"0","No Failure",2002-09-18 23:00:00,7007,23,"0",8.10000000000002
"7009","L54188","x_1",300.5,310.6,1368,49.6,10,"0","No Failure",2002-09-19,7008,0,"0",8.10000000000002
"7010","L54189","x_1",300.5,310.5,1536,36.2,12,"0","No Failure",2002-09-19 01:00:00,7009,1,"0",8.10000000000002
"7011","M21870","x1",300.5,310.5,1469,42.9,14,"0","No Failure",2002-09-19 02:00:00,7010,2,"0",8.10000000000002
"7012","L54191","x_1",300.5,310.5,2633,12.2,17,"1","Power Failure",2002-09-19 03:00:00,7011,3,"1",8.10000000000002
"7013","L54192","x_1",300.4,310.4,1298,61.4,19,"0","No Failure",2002-09-19 04:00:00,7012,4,"0",8.20000000000005
"7014","M21873","x1",300.4,310.4,1544,36.3,21,"0","No Failure",2002-09-19 05:00:00,7013,5,"0",8.20000000000005
