UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
L54162,x_1,300.7,311.1,1440.0,43.0,148,0,No Failure,2002-09-17 22:00:00
M21843,x1,300.7,311.0,1334.0,53.9,150,0,No Failure,2002-09-17 23:00:00
M21844,x1,300.7,311.0,1706.0,25.0,153,0,No Failure,2002-09-18 00:00:00
H36399,X1,284.8,311.1,1698.0,24.8,156,0,No Failure,2002-09-18 01:00:00
L54166,x_1,300.7,311.1,1688.0,30.7,161,0,No Failure,2002-09-18 02:00:00
L54167,x_1,300.7,311.1,2437.0,13.8,163,0,No Failure,2002-09-18 03:00:00
L54168,x_1,300.7,311.1,1478.0,46.8,165,0,No Failure,2002-09-18 04:00:00
M21849,x1,300.7,311.1,1608.0,35.3,167,0,No Failure,2002-09-18 05:00:00
L54170,x_1,300.7,311.1,2478.0,13.4,170,1,Power Failure,2002-09-18 06:00:00
L54171,x_1,300.8,311.1,1509.0,33.4,172,0,No Failure,2002-09-18 07:00:00
L54172,x_1,300.7,311.0,1596.0,36.9,174,0,Error,2002-09-18 08:00:00
M21853,x1,300.7,311.0,1740.0,25.6,176,0,No Failure,2002-09-18 09:00:00
L54174,x_1,300.6,310.8,1375.0,53.2,179,0,No Failure,2002-09-18 10:00:00
M21855,x1,300.6,310.7,1705.0,31.2,181,0,No Failure,2002-09-18 11:00:00
M21856,x1,300.5,310.6,1621.0,32.0,184,0,No Failure,2002-09-18 12:00:00
M21857,x1,300.6,310.7,1566.0,38.2,187,0,No Failure,2002-09-18 13:00:00
M21858,x1,300.6,310.7,1388.0,42.9,190,0,No Failure,2002-09-18 14:00:00
M21859,x1,300.6,310.7,1457.0,36.7,193,0,No Failure,2002-09-18 15:00:00
M21860,x1,300.6,310.6,1463.0,45.5,196,0,No Failure,2002-09-18 16:00:00
L54181,x_1,300.5,310.5,1564.0,38.2,199,0,No Failure,2002-09-18 17:00:00
H36416,X1,300.5,310.6,1411.0,47.2,201,0,No Failure,2002-09-18 18:00:00
L54183,x_1,300.5,310.6,1540.0,46.7,206,0,No Failure,2002-09-18 19:00:00
L54184,x_1,300.5,310.6,1950.0,20.3,208,0,No Failure,2002-09-18 20:00:00
M21865,x1,300.6,310.7,1339.0,52.9,0,0,No Failure,2002-09-18 21:00:00
H36420,X1,300.6,310.6,1419.0,39.6,3,0,No Failure,2002-09-18 22:00:00
L54187,x_1,300.5,310.6,1499.0,45.2,8,0,No Failure,2002-09-18 23:00:00
L54188,x_1,300.5,310.6,1368.0,49.6,10,0,No Failure,2002-09-19 00:00:00
L54189,x_1,300.5,310.5,1536.0,36.2,12,0,No Failure,2002-09-19 01:00:00
M21870,x1,300.5,310.5,1469.0,42.9,14,0,No Failure,2002-09-19 02:00:00
L54191,x_1,300.5,310.5,2633.0,12.2,17,1,Power Failure,2002-09-19 03:00:00
L54192,x_1,300.4,310.4,1298.0,61.4,19,0,No Failure,2002-09-19 04:00:00
M21873,x1,300.4,310.4,1544.0,36.3,21,0,No Failure,2002-09-19 05:00:00
H36428,X1,300.5,310.5,1403.0,47.7,24,0,No Failure,2002-09-19 06:00:00
L54195,x_1,300.5,310.5,1452.0,42.9,29,0,No Failure,2002-09-19 07:00:00
L54196,x_1,300.6,310.5,1509.0,43.1,31,0,No Failure,2002-09-19 08:00:00
M21877,x1,300.7,310.6,1474.0,37.0,33,0,No Failure,2002-09-19 09:00:00
M21878,x1,300.7,310.7,1377.0,46.7,36,0,No Failure,2002-09-19 10:00:00
L54199,x_1,284.8,310.8,1741.0,27.1,39,0,No Failure,2002-09-19 11:00:00
L54200,x_1,300.8,310.8,1460.0,53.8,41,0,No Failure,2002-09-19 12:00:00
H36435,X1,300.7,310.6,1631.0,32.6,43,0,No Failure,2002-09-19 13:00:00
L54202,x_1,300.7,310.5,1561.0,33.2,48,0,No Failure,2002-09-19 14:00:00
M21883,x1,300.7,310.6,1572.0,38.5,50,0,No Failure,2002-09-19 15:00:00
L54204,x_1,300.6,310.6,2127.0,18.7,53,0,No Failure,2002-09-19 16:00:00
H36439,X1,300.6,310.6,1448.0,44.7,55,0,No Failure,2002-09-19 17:00:00
L54206,x_1,300.6,310.7,1543.0,39.6,60,0,No Failure,2002-09-19 18:00:00
L54207,x_1,300.6,310.6,1508.0,34.8,62,0,No Failure,2002-09-19 19:00:00
M21888,x1,300.6,310.6,1403.0,50.4,64,0,No Failure,2002-09-19 20:00:00
L54209,x_1,300.6,310.6,1454.0,39.7,67,0,No Failure,2002-09-19 21:00:00
L54210,x_1,300.7,310.8,1772.0,27.3,69,0,No Failure,2002-09-19 22:00:00
L54211,x_1,300.7,310.8,1479.0,49.1,71,0,No Failure,2002-09-19 23:00:00
L54212,x_1,300.7,310.9,1723.0,31.0,73,0,No Failure,2002-09-20 00:00:00
M21893,x1,300.7,310.8,1469.0,46.4,75,0,No Failure,2002-09-20 01:00:00
H36448,X1,284.6,310.6,1830.0,26.2,78,0,No Failure,2002-09-20 02:00:00
L54215,x_1,300.6,310.6,1497.0,38.2,83,0,No Failure,2002-09-20 03:00:00
L54216,x_1,300.7,310.6,1540.0,52.7,85,0,No Failure,2002-09-20 04:00:00
L54217,x_1,300.6,310.6,1514.0,39.5,87,0,No Failure,2002-09-20 05:00:00
L54218,x_1,300.7,310.6,1654.0,34.2,89,0,No Failure,2002-09-20 06:00:00
H36453,X1,300.6,310.5,1519.0,37.0,91,0,No Failure,2002-09-20 07:00:00
L54220,x_1,300.7,310.6,1720.0,30.3,96,0,No Failure,2002-09-20 08:00:00
L54221,x_1,300.6,310.5,1470.0,37.7,98,0,No Failure,2002-09-20 09:00:00
L54222,x_1,300.6,310.5,1642.0,29.9,100,0,No Failure,2002-09-20 10:00:00
M21903,x1,300.7,310.6,2006.0,19.1,102,0,No Failure,2002-09-20 11:00:00
M21904,x1,300.7,310.6,1505.0,115.4,105,0,No Failure,2002-09-20 12:00:00
M21905,x1,300.7,310.6,1609.0,27.6,108,0,No Failure,2002-09-20 13:00:00
M21906,x1,300.7,310.5,1863.0,22.2,111,0,No Failure,2002-09-20 14:00:00
L54227,x_1,300.6,310.4,1401.0,42.6,114,0,No Failure,2002-09-20 15:00:00
L54228,x_1,300.6,310.4,2007.0,19.8,116,0,No Failure,2002-09-20 16:00:00
L54229,x_1,300.6,310.4,1494.0,47.3,118,0,No Failure,2002-09-20 17:00:00
L54230,x_1,300.6,310.4,1457.0,47.7,120,0,No Failure,2002-09-20 18:00:00
L54231,x_1,300.6,310.4,1556.0,37.7,122,0,No Failure,2002-09-20 19:00:00
H36466,X1,300.6,310.4,1510.0,42.8,124,0,No Failure,2002-09-20 20:00:00
H36467,X1,300.7,310.5,1567.0,38.7,129,0,No Failure,2002-09-20 21:00:00
H36468,X1,300.7,310.5,1476.0,43.1,134,0,No Failure,2002-09-20 22:00:00
L54235,x_1,300.8,310.6,1663.0,30.6,139,0,No Failure,2002-09-20 23:00:00
M21916,x1,300.8,310.5,1409.0,50.6,141,0,No Failure,2002-09-21 00:00:00
L54237,x_1,300.8,310.6,1666.0,36.2,144,0,No Failure,2002-09-21 01:00:00
L54238,x_1,300.7,310.6,1520.0,45.9,146,0,No Failure,2002-09-21 02:00:00
L54239,x_1,300.6,310.5,1644.0,113.6,148,0,No Failure,2002-09-21 03:00:00
H36474,X1,284.6,310.4,1479.0,35.6,150,0,No Failure,2002-09-21 04:00:00
L54241,x_1,300.6,310.4,1446.0,49.7,155,0,No Failure,2002-09-21 05:00:00
M21922,x1,300.6,310.4,1407.0,51.1,157,0,No Failure,2002-09-21 06:00:00
L54243,x_1,300.7,310.4,1234.0,51.7,160,0,No Failure,2002-09-21 07:00:00
M21924,x1,300.8,310.5,1696.0,29.7,162,0,No Failure,2002-09-21 08:00:00
L54245,x_1,300.8,310.6,1384.0,52.9,165,0,No Failure,2002-09-21 09:00:00
M21926,x1,300.8,310.7,1572.0,36.2,167,0,No Failure,2002-09-21 10:00:00
M21927,x1,300.8,310.7,1386.0,42.1,170,0,No Failure,2002-09-21 11:00:00
L54248,x_1,300.8,310.7,1461.0,122.6,173,0,No Failure,2002-09-21 12:00:00
L54249,x_1,300.8,310.7,1525.0,39.4,175,0,No Failure,2002-09-21 13:00:00
L54250,x_1,300.7,310.7,1333.0,61.0,177,0,No Failure,2002-09-21 14:00:00
H36485,X1,300.7,310.6,1505.0,120.4,179,0,No Failure,2002-09-21 15:00:00
M21932,x1,300.7,310.6,1439.0,41.7,184,0,No Failure,2002-09-21 16:00:00
L54253,x_1,284.7,310.6,1491.0,43.2,187,0,No Failure,2002-09-21 17:00:00
M21934,x1,300.7,310.6,1488.0,39.2,189,0,No Failure,2002-09-21 18:00:00
L54255,x_1,300.7,310.5,1536.0,47.4,192,0,No Failure,2002-09-21 19:00:00
L54256,x_1,300.7,310.5,1960.0,21.0,194,0,No Failure,2002-09-21 20:00:00
M21937,x1,300.7,310.5,1594.0,31.0,196,0,No Failure,2002-09-21 21:00:00
L54258,x_1,300.7,310.5,1357.0,132.4,199,0,No Failure,2002-09-21 22:00:00
L54259,x_1,300.7,310.5,1445.0,41.1,201,0,No Failure,2002-09-21 23:00:00
L54260,x_1,300.7,310.4,1543.0,47.3,203,0,No Failure,2002-09-22 00:00:00
L54261,x_1,300.7,310.4,1366.0,52.6,205,0,No Failure,2002-09-22 01:00:00
L54262,x_1,300.7,310.3,1458.0,40.0,207,0,No Failure,2002-09-22 02:00:00
L54263,x_1,300.7,310.4,1416.0,61.8,209,1,Power Failure,2002-09-22 03:00:00
L54264,x_1,300.6,310.3,1794.0,24.4,211,0,No Failure,2002-09-22 04:00:00
L54265,x_1,300.6,310.3,1484.0,41.0,213,0,No Failure,2002-09-22 05:00:00
L54266,x_1,300.6,310.4,2514.0,13.4,215,0,No Failure,2002-09-22 06:00:00
L54267,x_1,300.6,310.3,1648.0,30.5,217,1,Tool Wear Failure,2002-09-22 07:00:00
M21948,x1,300.6,310.3,1614.0,32.7,0,0,No Failure,2002-09-22 08:00:00
L54269,x_1,300.6,310.2,1622.0,34.1,3,0,No Failure,2002-09-22 09:00:00
M21950,x1,300.6,310.2,1478.0,40.1,5,0,No Failure,2002-09-22 10:00:00
L54271,x_1,300.6,310.2,1318.0,51.0,8,0,No Failure,2002-09-22 11:00:00
L54272,x_1,300.7,310.2,1493.0,35.9,10,0,No Failure,2002-09-22 12:00:00
H36507,X1,300.7,310.3,1369.0,50.7,12,0,No Failure,2002-09-22 13:00:00
L54274,x_1,300.6,310.2,1447.0,45.9,17,0,No Failure,2002-09-22 14:00:00
L54275,x_1,300.6,310.1,1485.0,49.9,19,0,No Failure,2002-09-22 15:00:00
L54276,x_1,300.6,310.2,1489.0,47.8,21,0,No Failure,2002-09-22 16:00:00
M21957,x1,300.6,310.2,1233.0,132.1,23,0,No Failure,2002-09-22 17:00:00
L54278,x_1,300.7,310.2,1642.0,32.6,26,0,No Failure,2002-09-22 18:00:00
M21959,x1,300.7,310.2,1373.0,44.1,28,0,No Failure,2002-09-22 19:00:00
L54280,x_1,300.7,310.2,1569.0,32.8,31,0,No Failure,2002-09-22 20:00:00
L54281,x_1,300.8,310.2,1850.0,22.8,33,0,No Failure,2002-09-22 21:00:00
M21962,x1,300.8,310.3,1494.0,42.2,35,0,No Failure,2002-09-22 22:00:00
H36517,X1,300.8,310.3,1777.0,30.1,38,0,No Failure,2002-09-22 23:00:00
L54284,x_1,300.9,310.4,1454.0,43.1,43,0,No Failure,2002-09-23 00:00:00
L54285,x_1,300.9,310.4,1536.0,34.2,45,0,No Failure,2002-09-23 01:00:00
L54286,x_1,300.8,310.5,1482.0,39.0,47,0,No Failure,2002-09-23 02:00:00
H36521,X1,300.9,310.5,1512.0,41.2,49,0,No Failure,2002-09-23 03:00:00
M21968,x1,300.8,310.5,1511.0,35.8,54,0,No Failure,2002-09-23 04:00:00
L54289,x_1,300.9,310.5,1599.0,40.5,57,0,No Failure,2002-09-23 05:00:00
M21970,x1,300.8,310.4,1518.0,36.0,59,0,No Failure,2002-09-23 06:00:00
M21971,x1,300.8,310.4,1450.0,39.4,62,0,No Failure,2002-09-23 07:00:00
L54292,x_1,300.9,310.4,1427.0,47.0,65,0,No Failure,2002-09-23 08:00:00
L54293,x_1,300.9,310.4,1561.0,32.7,67,0,No Failure,2002-09-23 09:00:00
H36528,X1,300.9,310.4,1457.0,43.8,69,0,No Failure,2002-09-23 10:00:00
M21975,x1,301.0,310.6,1460.0,53.6,74,0,No Failure,2002-09-23 11:00:00
L54296,x_1,301.0,310.5,1601.0,33.2,77,0,No Failure,2002-09-23 12:00:00
L54297,x_1,300.9,310.5,1570.0,40.1,79,0,No Failure,2002-09-23 13:00:00
L54298,x_1,300.9,310.5,1565.0,35.9,81,0,No Failure,2002-09-23 14:00:00
L54299,x_1,301.0,310.5,1378.0,44.4,83,0,No Failure,2002-09-23 15:00:00
L54300,x_1,300.9,310.5,2288.0,16.1,85,0,No Failure,2002-09-23 16:00:00
M21981,x1,300.9,310.4,1375.0,44.7,87,0,No Failure,2002-09-23 17:00:00
L54302,x_1,300.9,310.4,1788.0,27.8,90,0,No Failure,2002-09-23 18:00:00
M21983,x1,300.9,310.4,1576.0,40.4,92,0,No Failure,2002-09-23 19:00:00
M21984,x1,300.8,310.3,1868.0,24.5,95,0,No Failure,2002-09-23 20:00:00
L54305,x_1,300.7,310.1,1261.0,56.6,98,0,No Failure,2002-09-23 21:00:00
M21986,x1,300.6,310.0,1542.0,33.9,100,0,No Failure,2002-09-23 22:00:00
L54307,x_1,300.6,310.0,1438.0,53.8,103,0,No Failure,2002-09-23 23:00:00
L54308,X2,300.6,310.0,1511.0,36.9,105,0,No Failure,2012-09-24 00:00:00
L54309,x_1,300.6,310.0,1635.0,110.8,107,0,No Failure,2002-09-24 01:00:00
L54310,x_1,300.6,309.9,1428.0,48.8,109,0,No Failure,2002-09-24 02:00:00
M21991,x1,300.5,309.8,1410.0,44.4,111,0,No Failure,2002-09-24 03:00:00
L54312,x_1,300.5,309.9,1423.0,47.9,114,0,No Failure,2002-09-24 04:00:00
M21993,x1,300.5,309.9,1552.0,41.3,116,0,No Failure,2002-09-24 05:00:00
M21994,x1,300.5,310.0,1406.0,50.2,119,0,No Failure,2002-09-24 06:00:00
L54315,x_1,300.5,309.9,1443.0,48.3,122,0,No Failure,2002-09-24 07:00:00
M21996,x1,300.5,309.9,1343.0,143.5,124,0,No Failure,2002-09-24 08:00:00
M21997,x1,300.6,310.0,1486.0,41.2,127,0,No Failure,2002-09-24 09:00:00
L54318,x_1,300.6,310.1,1297.0,50.0,130,0,No Failure,2002-09-24 10:00:00
L54319,x_1,300.6,310.1,1495.0,122.1,132,0,No Failure,2002-09-24 11:00:00
L54320,x_1,300.5,309.9,1382.0,46.5,134,0,No Failure,2002-09-24 12:00:00
M22001,x1,300.4,309.8,1356.0,44.4,136,0,No Failure,2002-09-24 13:00:00
H36556,X1,300.3,309.7,1452.0,121.3,139,0,No Failure,2002-09-24 14:00:00
H36557,X1,300.3,309.7,1582.0,30.8,144,0,No Failure,2002-09-24 15:00:00
M22004,x1,284.4,309.8,1517.0,40.3,149,0,No Failure,2002-09-24 16:00:00
L54325,x_1,300.5,310.0,1413.0,124.3,152,0,No Failure,2002-09-24 17:00:00
L54326,x_1,300.4,309.9,1496.0,31.8,154,0,No Failure,2002-09-24 18:00:00
L54327,x_1,300.3,309.8,1466.0,41.2,156,0,No Failure,2002-09-24 19:00:00
M22008,x1,300.3,309.8,1617.0,40.8,158,0,No Failure,2002-09-24 20:00:00
L54329,x_1,300.2,309.8,1506.0,41.8,161,0,No Failure,2002-09-24 21:00:00
L54330,x_1,300.2,309.8,1401.0,49.3,163,0,No Failure,2002-09-24 22:00:00
H36565,X1,300.2,309.9,1906.0,22.9,165,0,No Failure,2002-09-24 23:00:00
L54332,x_1,300.2,309.9,1566.0,36.4,170,0,No Failure,2002-09-25 00:00:00
L54333,x_1,300.2,310.0,1493.0,47.3,172,0,No Failure,2002-09-25 01:00:00
L54334,x_1,300.3,310.1,,39.9,174,0,No Failure,2002-09-25 02:00:00
M22015,x1,300.2,309.9,1569.0,31.2,176,0,No Failure,2002-09-25 03:00:00
M22016,x1,300.2,310.0,1664.0,30.7,179,0,No Failure,2002-09-25 04:00:00
L54337,x_1,300.2,310.0,1486.0,40.1,182,0,No Failure,2002-09-25 05:00:00
L54338,x_1,300.2,310.0,1389.0,53.6,184,0,No Failure,2002-09-25 06:00:00
L54339,x_1,300.1,310.0,1511.0,121.5,186,0,No Failure,2002-09-25 07:00:00
M22020,x1,300.2,310.1,1485.0,40.5,188,0,No Failure,2002-09-25 08:00:00
L54341,x_1,300.2,310.2,1440.0,42.9,191,0,No Failure,2002-09-25 09:00:00
L54342,x_1,300.2,310.2,1378.0,43.9,193,0,No Failure,2002-09-25 10:00:00
M22023,x1,300.1,310.1,1501.0,39.3,195,0,No Failure,2002-09-25 11:00:00
M22024,x1,300.2,310.1,1474.0,44.0,198,0,No Failure,2002-09-25 12:00:00
L54345,x_1,300.2,310.1,,47.9,201,0,No Failure,2002-09-25 13:00:00
M22026,x1,300.3,310.2,1429.0,44.7,203,0,No Failure,2002-09-25 14:00:00
L54347,x_1,300.3,310.3,1362.0,60.3,206,1,Overstrain Failure,2002-09-25 15:00:00
L54348,x_1,300.3,310.3,1704.0,29.5,0,0,No Failure,2002-09-25 16:00:00
L54349,x_1,300.3,310.2,1492.0,52.3,2,0,No Failure,2002-09-25 17:00:00
M22030,x1,300.3,310.2,1442.0,39.5,4,0,No Failure,2002-09-25 18:00:00
M22031,x1,300.2,310.2,1438.0,51.5,7,0,No Failure,2002-09-25 19:00:00
M22032,x1,300.1,310.1,1402.0,46.6,10,0,No Failure,2002-09-25 20:00:00
L54353,x_1,300.1,310.1,1684.0,30.8,13,0,No Failure,2002-09-25 21:00:00
L54354,x_1,300.2,310.2,1530.0,48.5,15,0,No Failure,2002-09-25 22:00:00
L54355,X2,300.1,310.1,1569.0,43.5,17,0,No Failure,2012-09-25 23:00:00
L54356,x_1,300.1,310.1,1650.0,31.6,19,0,No Failure,2002-09-26 00:00:00
L54357,x_1,300.2,310.2,1415.0,49.6,21,0,No Failure,2002-09-26 01:00:00
L54358,x_1,300.2,310.2,1600.0,31.5,23,0,No Failure,2002-09-26 02:00:00
L54359,x_1,300.2,310.1,1523.0,42.3,25,0,No Failure,2002-09-26 03:00:00
M22040,x1,300.2,310.2,1628.0,110.1,27,0,No Failure,2002-09-26 04:00:00
L54361,x_1,300.2,310.3,1331.0,52.1,30,0,No Failure,2002-09-26 05:00:00
L54362,x_1,300.3,310.3,2158.0,16.8,32,0,No Failure,2002-09-26 06:00:00
L54363,x_1,300.2,310.3,1445.0,130.7,34,0,No Failure,2002-09-26 07:00:00
M22044,x1,300.2,310.3,1593.0,36.1,36,0,No Failure,2002-09-26 08:00:00
L54365,x_1,300.3,310.4,1672.0,109.0,39,0,No Failure,2002-09-26 09:00:00
M22046,x1,300.4,310.5,1644.0,31.4,41,0,No Failure,2002-09-26 10:00:00
L54367,x_1,300.4,310.5,1402.0,54.3,44,0,No Failure,2002-09-26 11:00:00
L54368,x_1,300.4,310.4,1286.0,56.8,46,0,No Failure,2002-09-26 12:00:00
L54369,x_1,300.4,310.4,1486.0,46.3,48,0,No Failure,2002-09-26 13:00:00
L54370,x_1,300.3,310.3,1345.0,46.3,50,0,No Failure,2002-09-26 14:00:00
L54371,x_1,300.3,310.3,1629.0,34.1,52,0,No Failure,2002-09-26 15:00:00
M22052,x1,300.2,310.2,,43.8,54,0,No Failure,2002-09-26 16:00:00
L54373,x_1,300.1,310.1,1306.0,64.7,57,0,No Failure,2002-09-26 17:00:00
L54374,x_1,300.1,310.1,1380.0,52.6,59,0,No Failure,2002-09-26 18:00:00
M22055,x1,300.1,310.1,1443.0,49.3,61,0,No Failure,2002-09-26 19:00:00
H36610,X1,300.1,310.1,1426.0,42.7,64,0,No Failure,2002-09-26 20:00:00
L54377,x_1,300.0,310.0,1486.0,41.8,69,0,No Failure,2002-09-26 21:00:00
M22058,x1,300.0,309.9,1530.0,34.5,71,0,No Failure,2002-09-26 22:00:00
L54379,x_1,300.0,309.9,1507.0,41.4,74,0,No Failure,2002-09-26 23:00:00
L54380,x_1,300.0,309.9,1608.0,33.4,76,0,No Failure,2002-09-27 00:00:00
L54381,x_1,300.0,309.8,1474.0,40.6,78,0,No Failure,2002-09-27 01:00:00
L54382,x_1,300.0,309.7,1326.0,141.7,80,0,No Failure,2002-09-27 02:00:00
M22063,x1,299.8,309.6,1434.0,48.0,82,0,No Failure,2002-09-27 03:00:00
L54384,x_1,299.8,309.6,1526.0,41.7,85,0,No Failure,2002-09-27 04:00:00
L54385,x_1,299.8,309.7,1483.0,39.6,87,0,No Failure,2002-09-27 05:00:00
L54386,x_1,299.8,309.7,1457.0,51.9,89,0,No Failure,2002-09-27 06:00:00
M22067,x1,299.7,309.6,1540.0,34.4,91,0,No Failure,2002-09-27 07:00:00
L54388,x_1,299.8,309.7,1707.0,29.1,94,0,No Failure,2002-09-27 08:00:00
L54389,x_1,283.8,309.7,1624.0,34.2,96,0,No Failure,2002-09-27 09:00:00
M22070,x1,299.8,309.6,1331.0,50.2,98,0,No Failure,2002-09-27 10:00:00
L54391,x_1,299.8,309.7,1431.0,40.3,101,0,No Failure,2002-09-27 11:00:00
M22072,x1,299.8,309.7,1705.0,28.5,103,0,No Failure,2002-09-27 12:00:00
M22073,x1,299.8,309.8,1427.0,45.2,106,0,No Failure,2002-09-27 13:00:00
M22074,x1,299.9,309.8,1625.0,41.2,109,0,No Failure,2002-09-27 14:00:00
L54395,x_1,299.9,309.8,1477.0,47.7,112,0,No Failure,2002-09-27 15:00:00
M22076,x1,300.0,309.9,1651.0,28.1,114,0,No Failure,2002-09-27 16:00:00
L54397,x_1,299.9,309.8,1716.0,28.2,117,0,No Failure,2002-09-27 17:00:00
H36632,X1,299.9,309.8,1400.0,128.5,119,0,No Failure,2002-09-27 18:00:00
M22079,x1,299.8,309.7,1556.0,37.7,124,0,No Failure,2002-09-27 19:00:00
L54400,x_1,299.8,309.7,1429.0,42.6,127,0,No Failure,2002-09-27 20:00:00
H36635,X1,299.7,309.6,1433.0,49.6,129,0,No Failure,2002-09-27 21:00:00
M22082,x1,299.8,309.7,1320.0,61.7,134,0,No Failure,2002-09-27 22:00:00
L54403,x_1,299.8,309.6,1374.0,51.6,137,0,No Failure,2002-09-27 23:00:00
L54404,x_1,299.8,309.6,1598.0,31.0,139,0,No Failure,2002-09-28 00:00:00
M22085,x1,299.8,309.7,1910.0,21.8,141,0,No Failure,2002-09-28 01:00:00
L54406,x_1,299.7,309.6,1399.0,51.3,144,0,No Failure,2002-09-28 02:00:00
L54407,x_1,299.7,309.6,1720.0,27.1,146,0,No Failure,2002-09-28 03:00:00
H36642,X1,299.8,309.7,1368.0,47.4,148,0,No Failure,2002-09-28 04:00:00
L54409,x_1,283.8,309.8,1749.0,33.4,153,0,No Failure,2002-09-28 05:00:00
L54410,x_1,299.8,309.8,1542.0,39.4,155,0,No Failure,2002-09-28 06:00:00
L54411,x_1,299.8,309.9,1553.0,116.4,157,0,No Failure,2002-09-28 07:00:00
M22092,x1,299.9,309.9,1639.0,42.1,159,0,No Failure,2002-09-28 08:00:00
L54413,x_1,299.9,310.0,1447.0,45.9,162,0,No Failure,2002-09-28 09:00:00
M22094,x1,299.8,310.0,1397.0,48.1,164,0,No Failure,2002-09-28 10:00:00
L54415,x_1,299.8,310.0,1361.0,53.8,167,0,No Failure,2002-09-28 11:00:00
M22096,x1,299.8,310.0,1460.0,37.1,169,0,No Failure,2002-09-28 12:00:00
M22097,x1,299.8,310.0,1632.0,33.7,172,0,No Failure,2002-09-28 13:00:00
L54418,x_1,299.8,310.0,1697.0,36.0,175,0,No Failure,2002-09-28 14:00:00
L54419,x_1,299.8,310.1,1553.0,42.0,177,0,No Failure,2002-09-28 15:00:00
M22100,x1,283.9,310.1,1362.0,56.3,179,0,No Failure,2002-09-28 16:00:00
M22101,x1,299.9,310.0,1484.0,42.1,182,0,No Failure,2002-09-28 17:00:00
H36656,X1,299.9,310.1,1447.0,51.4,185,0,No Failure,2002-09-28 18:00:00
M22103,x1,300.0,310.2,1393.0,51.2,190,0,No Failure,2002-09-28 19:00:00
L54424,x_1,300.0,310.2,1760.0,26.9,193,0,No Failure,2002-09-28 20:00:00
L54425,x_1,300.0,310.1,1477.0,34.6,195,0,No Failure,2002-09-28 21:00:00
L54426,x_1,299.9,310.1,1681.0,29.1,197,0,No Failure,2002-09-28 22:00:00
M22107,x1,300.0,310.1,1314.0,53.5,199,0,No Failure,2002-09-28 23:00:00
L54428,x_1,300.0,310.1,1762.0,28.0,202,0,No Failure,2002-09-29 00:00:00
L54429,x_1,299.9,310.0,1402.0,44.7,204,0,No Failure,2002-09-29 01:00:00
M22110,x1,300.1,310.2,1429.0,42.0,206,0,No Failure,2002-09-29 02:00:00
M22111,x1,300.2,310.3,1448.0,40.1,209,0,No Failure,2002-09-29 03:00:00
H36666,X1,300.2,310.4,1501.0,122.7,212,0,No Failure,2002-09-29 04:00:00
L54433,x_1,300.3,310.5,1522.0,39.1,217,0,No Failure,2002-09-29 05:00:00
L54434,x_1,300.3,310.4,1493.0,37.5,219,0,No Failure,2002-09-29 06:00:00
M22115,x1,300.2,310.3,,29.4,221,0,No Failure,2002-09-29 07:00:00
H36670,X1,300.2,310.3,1408.0,42.5,0,0,No Failure,2002-09-29 08:00:00
L54437,x_1,300.2,310.4,1518.0,41.8,5,0,No Failure,2002-09-29 09:00:00
L54438,x_1,300.3,310.4,1742.0,25.9,7,0,No Failure,2002-09-29 10:00:00
M22119,x1,300.4,310.5,1500.0,43.0,9,0,No Failure,2002-09-29 11:00:00
L54440,x_1,300.4,310.5,2424.0,14.5,12,0,No Failure,2002-09-29 12:00:00
L54441,x_1,300.4,310.5,1818.0,25.1,14,0,No Failure,2002-09-29 13:00:00
M22122,x1,300.4,310.6,1545.0,35.6,16,0,No Failure,2002-09-29 14:00:00
L54443,x_1,300.4,310.6,1429.0,46.9,19,0,No Failure,2002-09-29 15:00:00
M22124,x1,300.4,310.6,1448.0,44.9,21,0,No Failure,2002-09-29 16:00:00
L54445,x_1,300.4,310.6,1384.0,48.7,24,0,No Failure,2002-09-29 17:00:00
L54446,x_1,300.4,310.5,1578.0,32.8,26,0,No Failure,2002-09-29 18:00:00
L54447,x_1,300.5,310.5,1695.0,26.7,28,0,No Failure,2002-09-29 19:00:00
L54448,x_1,300.5,310.6,1543.0,36.2,30,0,No Failure,2002-09-29 20:00:00
M22129,x1,300.4,310.5,1540.0,33.4,32,0,No Failure,2002-09-29 21:00:00
L54450,x_1,300.2,310.4,1808.0,25.8,35,0,No Failure,2002-09-29 22:00:00
M22131,x1,300.3,310.4,1293.0,49.7,37,0,No Failure,2002-09-29 23:00:00
L54452,x_1,300.2,310.3,1202.0,59.5,40,0,No Failure,2002-09-30 00:00:00
M22133,x1,300.2,310.3,1704.0,29.2,42,0,No Failure,2002-09-30 01:00:00
M22134,x1,300.2,310.3,1478.0,38.1,45,0,No Failure,2002-09-30 02:00:00
L54455,x_1,300.2,310.3,1514.0,38.7,48,0,No Failure,2002-09-30 03:00:00
M22136,x1,300.1,310.3,1350.0,48.8,50,0,No Failure,2002-09-30 04:00:00
L54457,x_1,300.1,310.2,1475.0,54.2,53,0,No Failure,2002-09-30 05:00:00
H36692,X1,300.0,310.1,1714.0,28.7,55,0,No Failure,2002-09-30 06:00:00
L54459,x_1,300.0,310.1,1465.0,40.9,60,0,No Failure,2002-09-30 07:00:00
L54460,x_1,299.9,310.2,1288.0,69.6,62,1,Power Failure,2002-09-30 08:00:00
